PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
relaxo,h<e>-'la-So,e,475.7833779767,1490.411142541,448.142,1528.517,h,l,a,695.1774802257,1261.2435066101,436.235,1297.05,a,1,CV,1848.8403071027,1848.8592036076,18.8965049385,SP2010,LucianoT,masculino,39,NA,NA,volto relaxo fico um pouquinho na rede olhando pro pôr do sol reclamando da vida
reclamando,h<e>-kl<a>-'mA-do,e,441.3311916964,1904.6309641986,432.179,1762.82,h,k,a,523.8580368391,894.8220308345,378.216,1114.117,A,2,CV,1851.3598649308,1851.3848900319,25.0251011346,SP2010,LucianoT,masculino,39,NA,NA,volto relaxo fico um pouquinho na rede olhando pro pôr do sol reclamando da vida
moraria,m<o>-R<a>-'Ria,o,553.3109801695,1191.1887189259,484.177,1359.335,m,R,a,610.9885027428,1258.9999919013,407.719,1295.809,ia,2,CV,1893.2162302655,1893.2374206659,21.1904004072,SP2010,LucianoT,masculino,39,NA,NA,e moraria fora daqui com certeza
mudando,m<u>-'dA-do,u,301.5662281768,762.6751854046,367.252,1116.752,m,d,A,449.1961080983,900.1256728403,352.916,1116.776,A,1,CV,1949.5725462439,1949.5883005449,15.7543009566,SP2010,LucianoT,masculino,39,NA,NA,hoje em dia eu já estou mudando isso aí porque eu não
mudanças,m<u>-'dA-sas,u,359.4308736606,969.3067584438,394.137,1233.792,m,d,A,553.4259536877,1449.4197852512,388.25,1390.82,A,1,CV,1981.7017821122,1981.7139354301,12.1533178808,SP2010,LucianoT,masculino,39,NA,NA,rapidez mudanças rápidas
soluções,s<o>-l<u>-'sOjs,u,345.1980453971,965.6825402389,387.509,1231.554,l,s,Oj,435.2078555429,1009.2265260953,348.199,1171.195,Oj,1,CV,1991.4192007907,1991.4322543543,13.0535636497,SP2010,LucianoT,masculino,39,NA,NA,soluções rápidas trânsito
estressada,<e>s-tR<e>-'sa-da,e,407.1668926721,1550.5523494293,416.309,1562.532,R,s,a,644.9151139074,1181.9204236406,419.211,1257.344,a,1,CCV,1996.2803542144,1996.2961864213,15.8322068403,SP2010,LucianoT,masculino,39,NA,NA,gente estressada
negócio,n<e>-'go-sio,e,520.9247669006,1731.5983393652,469.147,1665.026,n,g,ó,653.6625845453,980.5727010564,422.17,1157.014,o,1,CV,2025.3087216608,2025.323532435,14.8107741409,SP2010,LucianoT,masculino,39,NA,NA,só tem peça desse negócio em tal lugar aqui não faz isso
lugar,l<u>-'gar,u,401.6756072752,929.5080332357,413.742,1211.189,l,g,a,671.1456206231,1300.2989522024,428.13,1316.371,a,1,CV,2025.7709219144,2025.8022400797,31.318165308,SP2010,LucianoT,masculino,39,NA,NA,só tem peça desse negócio em tal lugar aqui não faz isso
controlar,kO-tR<o>-'lar,o,438.0625519212,921.0854268501,430.639,1206.49,R,l,a,767.5825560353,1136.0767285159,460.763,1234.477,a,1,CCV,2038.1261680734,2038.1470728189,20.9047455,SP2010,LucianoT,masculino,39,NA,NA,ah que nem aqui também tem o prefeito roubando o controlar
sobretaxa,s<o>-bR<e>-'ta-Sa,e,403.428748872,1588.9489960681,414.535,1584.239,R,t,a,694.5522734851,1135.4427644603,436.021,1234.3,a,1,CCV,2040.1886428818,2040.2044577762,15.8148944217,SP2010,LucianoT,masculino,39,NA,NA,tem sobretaxa de imposto
querendo,k<e>-'RE-do,e,412.776474366,1985.1205133905,418.876,1808.472,k,R,E,428.1727743082,2195.9687084535,345.798,1763.244,E,1,CV,2064.8697037286,2064.8950317971,25.3280684606,SP2010,LucianoT,masculino,39,NA,NA,e não ter tanta gente só querendo
depende,d<e>-'pE-de,e,481.5463623985,1737.7357901236,450.85,1668.382,d,p,E,421.2023096185,1848.9619692197,343.439,1590.061,E,1,CV,2078.8295433619,2078.8435404523,13.9970904652,SP2010,LucianoT,masculino,39,NA,NA,depende
diferente,d<i>-f<e>-'RE-te,e,407.7480181131,2190.0040280683,416.542,1924.393,f,R,E,353.0882310805,1971.3532079732,320.369,1651.215,E,1,CV,2094.8791699878,2094.9004988875,21.3288997566,SP2010,LucianoT,masculino,39,NA,NA,até o sotaque é diferente dentro de são paulo mesmo
alternativa,<a>w-t<e>r-n<a>-'ti-va,e,466.7115728747,1565.5146941823,443.941,1571.036,t,r,a,569.7398618002,1449.9392178159,393.782,1391.175,i,2,CVr,2134.0715155135,2134.0841795477,12.6640342301,SP2010,LucianoT,masculino,39,NA,NA,mais alternativa você tem a outra que é play patricinha
referência,h<e>-f<e>-'RE-sia,e,411.4065208703,1815.3834817121,418.269,1712.468,f,R,E,428.246344816,2033.0002633906,345.84,1681.881,E,1,CV,2160.8941473374,2160.918985901,24.838563621,SP2010,LucianoT,masculino,39,NA,NA,você tem uma certa referên referência assim são paulo
noventa,n<o>-'vE-ta,o,549.0273797491,988.6663342968,482.17,1244.757,n,v,E,485.5461810121,1505.0999718284,365.223,1418.65,E,1,CV,2162.5312710464,2162.5503839566,19.1129101713,SP2010,LucianoT,masculino,39,NA,NA,noventa por cento é trabalhador é
noventa,n<o>-'vE-ta,o,521.5574229618,826.539788472,469.427,1153.005,n,v,E,484.3741188309,1224.4474111047,364.837,1278.615,E,1,CV,2164.8746384566,2164.8883758608,13.7374041856,SP2010,LucianoT,masculino,39,NA,NA,noventa por cento rala e se fode
verdade,v<e>r-'da-de,e,460.7137295244,1249.2398310554,441.141,1392.008,v,r,a,575.7850111811,1409.3440267393,395.798,1370.79,a,1,CVr,2179.375461942,2179.3945056025,19.0436604967,SP2010,LucianoT,masculino,39,NA,NA,mas mas é verdade
mudou,m<u>-'dow,u,341.4645643385,925.1529136252,385.782,1208.728,m,d,ow,373.722427385,942.538186832,327.358,1138.048,ow,1,CV,2224.1785064214,2224.2063447906,27.8383691625,SP2010,LucianoT,masculino,39,NA,NA,mudou
diferente,d<i>-f<e>-'RE-te,e,412.0222873793,1827.457847832,418.549,1719.182,f,R,E,305.2141000848,1991.3931067932,304.16,1661.142,E,1,CV,2249.6269172149,2249.649994669,23.0774540382,SP2010,LucianoT,masculino,39,NA,NA,que todo mundo fala com sotaque diferente do seu
pejorativo,p<e>-Z<o>-R<a>-'ti-vo,o,446.7937507525,1181.5989217739,434.699,1353.74,Z,R,a,604.1509449267,1317.0171424071,405.403,1324.702,i,2,CV,2507.9176767115,2507.9262463587,8.5696472238,SP2010,LucianoT,masculino,39,NA,NA,que são paulo fala ah você é baiano quer dizer como como se fosse pejorativo o cara ser da bahia
jogando,Z<o>-'gA-do,o,351.3245016003,1224.8585502783,390.357,1378.357,Z,g,A,406.6995164991,1147.1953332572,338.551,1240.149,A,1,CV,2519.7745101904,2519.7926016678,18.0914774724,SP2010,LucianoT,masculino,39,NA,NA,jogando como se fosse no nordeste
nordeste,n<o>r-'des-te,o,472.4834627112,1032.4649535068,446.649,1269.373,n,r,é,464.5586097564,1393.4726237877,358.148,1362.991,e,1,CVr,2520.5697575882,2520.5968948044,27.1372162078,SP2010,LucianoT,masculino,39,NA,NA,jogando como se fosse no nordeste
nordeste,n<o>r-'des-te,o,356.3232334558,842.2278442251,392.69,1161.733,n,r,é,527.5614496425,1608.0841580205,379.46,1470.056,e,1,CVr,2641.8518884909,2641.8669046426,15.0161516722,SP2010,LucianoT,masculino,39,NA,NA,como político do nordeste pilantra
discoteca,d<i>s-k<o>-'te-ka,o,399.8473244317,882.5632548259,412.901,1184.559,k,t,é,464.6552163948,1906.9176012843,358.148,1619.131,e,1,CV,2819.2602416874,2819.2814320878,21.1904004072,SP2010,LucianoT,masculino,39,NA,NA,curto defender discoteca elefante enchente entender
fornalha,f<o>r-'na-La,o,428.1351250919,832.7002012128,426.018,1156.362,f,r,a,467.0683341862,1206.0096386215,359.005,1269.397,a,1,CVr,2827.4939743137,2827.5239940476,30.0197339106,SP2010,LucianoT,masculino,39,NA,NA,facilidade firme fornalha furgão
mortadela,m<o>r-t<a>-'de-la,o,363.5995766632,786.1817644939,396.051,1130.179,m,r,a,556.7801507299,1313.6747396798,389.365,1323.107,e,2,CVr,2839.6597421325,2839.6874073775,27.6652449766,SP2010,LucianoT,masculino,39,NA,NA,mortadela marba
progresso,pR<o>-'gRe-so,o,343.6052288939,933.852484035,386.763,1213.651,R,g,é,436.9598955936,2006.6920003091,348.799,1668.764,e,1,CCV,2851.477901956,2851.4961492452,18.2472892398,SP2010,LucianoT,masculino,39,NA,NA,ordem ordem e progresso orgânico órgão
morava,m<o>-'Ra-va,o,608.39965186,1383.9105007617,443.381,1276.982,m,R,a,1002.8904854,1610.8427339342,433.019,1217.106,a,1,CV,67.117981333,67.1333547607,15.3734277465,SP2010,AliceM,feminino,30,NA,NA,aonde eu morava duas ruas pra baixo eu gostava mais
gostava,g<o>s-'ta-va,o,541.0008629879,1244.3806872259,425.084,1199.329,g,s,a,817.3706631754,1626.8478128501,395.583,1222.778,a,1,CVs,68.3067628857,68.3213053174,14.5424316521,SP2010,AliceM,feminino,30,NA,NA,aonde eu morava duas ruas pra baixo eu gostava mais
pegava,p<e>-'ga-va,e,525.1929390449,1706.081572384,420.79,1456.682,p,g,a,722.9769214981,1574.8662672555,376.544,1203.988,a,1,CV,73.8169926571,73.8363998784,19.4072212882,SP2010,AliceM,feminino,30,NA,NA,aí você pegava o ônibus e ia embora na hora de voltar descia na porta de casa também então quando tem que andar um pouquinho mais eu já
praticidade,pR<a>-t<i>-s<i>-'da-de,a,943.320732823,1824.1296850997,534.214,1522.474,R,t,i,531.8208393231,1971.2676302769,337.95,1347.569,a,3,CCV,87.1881714556,87.2106429749,22.4715193863,SP2010,AliceM,feminino,30,NA,NA,ah praticidade de você sair de casa e já pegar uma condução pra ir pra um oito
pegar,p<e>-'gar,e,557.0745136359,1930.8837048681,429.425,1582.001,p,g,a,923.9569091184,1387.9136295083,417.067,1136.275,a,1,CV,89.5266074464,89.5460146677,19.4072212882,SP2010,AliceM,feminino,30,NA,NA,ah praticidade de você sair de casa e já pegar uma condução pra ir pra um oito
condução,kO-d<u>-'sAw,u,496.8739168026,1407.6377146119,413.135,1290.185,d,s,Aw,829.5364997466,1385.208739448,398.027,1135.211,Aw,1,CV,90.002637094,90.0163485295,13.7114355577,SP2010,AliceM,feminino,30,NA,NA,ah praticidade de você sair de casa e já pegar uma condução pra ir pra um oito
pedacinho,p<e>-d<a>-'si-No,e,549.6630577755,2130.8382120743,427.418,1693.446,p,d,a,705.5316992742,1745.5423839426,373.027,1265.852,i,2,CV,95.1557574753,95.1731218312,17.3643558894,SP2010,AliceM,feminino,30,NA,NA,sair daqui do do do do pedacinho aqui
pedacinho,p<e>-d<a>-'si-No,a,705.5316992742,1745.5423839426,469.707,1478.613,d,s,i,411.6862449348,2882.8067946215,313.722,1677.805,i,1,CV,95.2916080243,95.3151009764,23.4929520857,SP2010,AliceM,feminino,30,NA,NA,sair daqui do do do do pedacinho aqui
morar,m<o>-'Rar,o,614.2782788354,1289.2908138525,444.968,1224.393,m,R,a,814.3462364983,1694.2749189416,394.983,1247.24,a,1,CV,122.8868576968,122.8971499297,10.2922328776,SP2010,AliceM,feminino,30,NA,NA,mas assim se fosse por optar pra morar por um outro bairro
formosa,f<o>r-'mo-za,o,536.541759039,1522.2216780284,423.87,1354.188,f,r,ó,837.049849515,1559.3635530788,399.528,1198.316,o,1,CVr,125.6158512368,125.646875091,31.0238541912,SP2010,AliceM,feminino,30,NA,NA,mais pra frente da vila formosa que é melhor eu preferia
distante,d<i>s-'tA-te,i,419.4642037426,2167.7720902143,392.13,1714.035,d,s,A,747.7836648586,1872.3114621621,381.518,1311.762,A,1,CVs,159.2531204865,159.2732606443,20.140157841,SP2010,AliceM,feminino,30,NA,NA,das outras pessoas aí você vai pra mais distante você acaba ficando longe de todo mundo então
morar,m<o>-'Rar,o,734.8243905331,1362.5946063531,477.642,1265.121,m,R,a,936.857228287,1598.3004877648,419.683,1212.497,a,1,CV,164.4136065754,164.4390904557,25.4838802285,SP2010,AliceM,feminino,30,NA,NA,por exemplo se eu morar vai no tatuapé vila carrão
carrão,k<a>-'hAw,a,851.9273482898,1699.2865297098,509.429,1452.877,k,h,Aw,729.9169025982,1530.8948274883,377.916,1188.035,Aw,1,CV,166.4159362738,166.4353434951,19.4072212882,SP2010,AliceM,feminino,30,NA,NA,por exemplo se eu morar vai no tatuapé vila carrão
família,f<a>-'mi-lia,a,698.5276314011,1476.111926108,467.793,1328.453,f,m,i,416.6776121634,2744.3774557919,314.751,1627.817,i,1,CV,168.6538076776,168.6701506008,16.34292319,SP2010,AliceM,feminino,30,NA,NA,pra eu vim pra cá que está a família toda já é mais complicado né
complicado,kO-pl<i>-'ka-do,i,347.3603365043,2098.5385172388,372.573,1675.32,l,k,a,1103.7477768199,1691.1071781259,453.345,1246.176,a,1,CCV,169.6691945753,169.6770890382,7.8944628969,SP2010,AliceM,feminino,30,NA,NA,pra eu vim pra cá que está a família toda já é mais complicado né
coloca,k<o>-'lo-ka,o,750.2481815266,1267.4284010427,481.843,1212.084,k,l,ó,873.8513812046,1332.4986668395,406.99,1116.245,o,1,CV,171.313389284,171.3277932163,14.4039323031,SP2010,AliceM,feminino,30,NA,NA,então você coloca essas coisas também né
direita,d<i>-'Rej-ta,i,475.9906355645,2333.8077141691,407.44,1806.458,d,R,ej ,523.9986554938,2553.9004597616,336.407,1558.686,ej,1,CV,178.4587916553,178.4749960791,16.2044238409,SP2010,AliceM,feminino,30,NA,NA,o da direita e o da esquerda
bastante,b<a>s-'tA-te,a,624.2940208931,1749.6637745036,447.676,1480.85,b,s,A,724.4329340802,1895.7005246584,376.844,1320.271,A,1,CVs,184.4646925993,184.4932927149,28.6001155825,SP2010,AliceM,feminino,30,NA,NA,não eu conheço bastante
bastante,b<a>s-'tA-te,a,772.2432487632,1497.7151090341,487.817,1340.537,b,s,A,655.0979954646,1839.5478547321,362.822,1299.886,A,1,CVs,186.3905050957,186.4120071197,21.5020239428,SP2010,AliceM,feminino,30,NA,NA,o bastante assim né só o da
conversar,kO-v<e>r-'sar,e,516.3283570946,1610.9882661616,418.409,1403.645,v,r,a,889.81358788,1700.9116612393,410.206,1249.721,a,1,CVr,209.4872363316,209.5005149567,13.2786250919,SP2010,AliceM,feminino,30,NA,NA,há um tempo atrás tinha o pessoal que era assim da mesma idade então você saía pra conversar essas coisas aí
passando,p<a>-'sA-do,a,777.2803561394,1393.1600910247,489.171,1282.129,p,s,A,764.605163333,1725.6213476868,384.949,1258.584,A,1,CV,211.6628412276,211.6787686527,15.9274251428,SP2010,AliceM,feminino,30,NA,NA,o tempo vai passando cada um vai indo pra um canto né
adolescente,<a>-d<o>-l<e>-'sE-te,e,500.4652573819,1734.6731886248,414.068,1472.57,l,s,E,527.7973117158,2598.5729185902,337.136,1574.816,E,1,CV,225.3673859879,225.3767051769,9.3191889522,SP2010,AliceM,feminino,30,NA,NA,não como de ah na época de adolescente né
subindo,s<u>-'bI-do,u,470.9705484217,1302.752049592,406.087,1231.777,s,b,i,429.8393261317,2753.627408481,317.41,1631.008,I,1,CV,236.8347813762,236.8523015438,17.5201676571,SP2010,AliceM,feminino,30,NA,NA,num subindo aqui tem uma praça
formosa,f<o>r-'mo-za,o,464.7535044108,1427.1251502505,404.406,1301.151,f,r,ó,586.334681636,1169.2415161948,348.971,1057.04,o,1,CVr,239.6245981901,239.6500820703,25.4838802285,SP2010,AliceM,feminino,30,NA,NA,que a praça da vila formosa antigamente tinha un eles faziam principalmente nessa época do ano junho julho
antigamente,A-t<i>-g<a>-'mE-te,i,400.534868233,2164.3850038379,386.996,1712.02,t,g,a,652.9098752257,1844.8535204111,362.393,1301.836,E,2,CV,240.0280879575,240.0372357139,9.1477564208,SP2010,AliceM,feminino,30,NA,NA,que a praça da vila formosa antigamente tinha un eles faziam principalmente nessa época do ano junho julho
antigamente,A-t<i>-g<a>-'mE-te,a,652.9098752257,1844.8535204111,455.424,1533.887,g,m,E,480.1638223178,2783.4415011401,327.53,1641.821,E,1,CV,240.1009118503,240.1208211317,19.9092814285,SP2010,AliceM,feminino,30,NA,NA,que a praça da vila formosa antigamente tinha un eles faziam principalmente nessa época do ano junho julho
faziam,f<a>-'zi-A,a,701.2685322761,1511.1735469567,468.54,1347.922,f,z,i,422.3723482363,2885.2446535691,315.909,1678.691,i,1,CV,241.5540267126,241.5755287365,21.5020239428,SP2010,AliceM,feminino,30,NA,NA,que a praça da vila formosa antigamente tinha un eles faziam principalmente nessa época do ano junho julho
faziam,f<a>-'zi-A,a,707.1155132138,1680.8997854345,470.127,1442.583,f,z,i,425.16818207,2726.3917794219,316.467,1621.259,i,1,CV,244.7870085689,244.8140851916,27.0766227428,SP2010,AliceM,feminino,30,NA,NA,eles faziam uma festa
necessidade,ne-se-s<i>-'da-de,i,487.754441768,2086.4798181847,410.661,1668.606,s,d,a,1100.3359618231,1747.5261283292,452.659,1266.561,a,1,CV,292.433330093,292.4505040123,17.1739192845,SP2010,AliceM,feminino,30,NA,NA,mas eu acho que numa necessidade ajuda sim
falar,f<a>-'lar,a,843.7248020437,1290.188435104,507.188,1224.84,f,l,a,932.6818600444,1550.9001913479,418.825,1195.303,a,1,CV,295.4329944731,295.4552928683,22.2983952,SP2010,AliceM,feminino,30,NA,NA,não vou falar que são todos
vizinho,v<i>-'zi-No,i,397.7869563391,2280.7199800438,386.249,1776.918,v,z,i,441.9188662546,2403.2136371677,319.811,1504.09,i,1,CV,313.4140631334,313.4269435728,12.8804394633,SP2010,AliceM,feminino,30,NA,NA,o vizinho tal me ajudou eu pres quando eu precisei aconteceu sei lá
precisei,pR<e>-s<i>-'zej,i,431.7574480089,2257.5450880049,395.444,1763.939,s,z,ej ,508.7735450249,2509.9380990604,333.319,1542.732,ej,1,CV,316.0542126917,316.0735333509,19.320659195,SP2010,AliceM,feminino,30,NA,NA,o vizinho tal me ajudou eu pres quando eu precisei aconteceu sei lá
normal,n<o>r-'maw,o,740.2622615725,1522.8418632291,479.136,1354.412,n,r,aw,1079.7611268512,1621.3195999415,448.499,1220.828,aw,1,CVr,345.0363064452,345.0728702734,36.563828154,SP2010,AliceM,feminino,30,NA,NA,ah normal não
falar,f<a>-'lar,a,786.9767795641,1370.3769701135,491.785,1269.597,f,l,a,961.1214852674,1581.7209634569,424.571,1206.47,a,1,CV,348.9009581856,348.9280348084,27.0766227428,SP2010,AliceM,feminino,30,NA,NA,o que falar
viver,v<i>-'ver,i,398.46385027,2382.3561246001,386.436,1833.536,v,v,e,405.3125489588,2564.9842098854,312.436,1562.763,e,1,CV,351.2838947074,351.3064354765,22.5407690608,SP2010,AliceM,feminino,30,NA,NA,como que é viver aqui entendeu
praticamente,pR<a>-t<i>-k<a>-'mE-te,a,647.7521623943,1811.6806317653,454.024,1515.537,R,t,i,905.8724107528,1940.5144591826,413.422,1336.402,E,3,CCV,357.340565024,357.3644561617,23.8911377143,SP2010,AliceM,feminino,30,NA,NA,dorme praticamente
praticamente,pR<a>-t<i>-k<a>-'mE-te,a,589.7012297409,1750.0277681071,438.294,1481.074,k,m,E,487.5104779187,2619.201530468,329.031,1582.439,E,1,CV,357.5293050119,357.5436396945,14.3346826285,SP2010,AliceM,feminino,30,NA,NA,dorme praticamente
trabalho,tR<a>-'ba-Lo,a,635.2778757118,1556.1161146425,450.663,1372.986,R,b,a,912.6103052004,1541.2682298519,414.794,1191.757,a,1,CCV,358.9960348084,359.013554976,17.5201676571,SP2010,AliceM,feminino,30,NA,NA,né eu trabalho em outro em outro bairro então
trabalho,tR<a>-'ba-Lo,a,683.0824511838,1403.3589097788,463.639,1287.948,R,b,a,696.8499741678,1355.0744738038,371.269,1124.399,a,1,CCV,373.6453251078,373.664438018,19.1129101714,SP2010,AliceM,feminino,30,NA,NA,ah o contato maior é onde eu trabalho né
convivência,kO-v<i>-'vE-sia,i,379.3330523467,2118.2791453715,381.208,1686.509,v,v,E,562.9563940964,2767.8688586286,344.254,1636.326,E,1,CV,377.7963050729,377.8134789922,17.1739192844,SP2010,AliceM,feminino,30,NA,NA,a convivência maior né porque eu passo
praticamente,pR<a>-t<i>-k<a>-'mE-te,a,812.3900288773,1638.5810517243,498.693,1419.086,k,m,E,480.7765984973,2724.8318402323,327.659,1620.727,E,1,CV,380.1093050119,380.1292142933,19.9092814285,SP2010,AliceM,feminino,30,NA,NA,praticamente
trabalho,tR<a>-'ba-Lo,a,835.2804529805,1596.8423240467,504.901,1395.812,R,b,a,1014.3280556165,1490.4726714447,435.292,1173.322,a,1,CCV,384.0099178503,384.0242525329,14.3346826285,SP2010,AliceM,feminino,30,NA,NA,o tempo maior no trabalho né então você acaba tendo um pouco mais de amizade aonde você trabalha do que aqui né apesar que aqui
amizade,<a>-m<i>-'za-de,i,394.7890882017,2379.0342383493,385.409,1831.746,m,z,a,913.1745178933,1633.4758408554,414.923,1225.26,a,1,CV,386.197951741,386.2183457702,20.3940291503,SP2010,AliceM,feminino,30,NA,NA,o tempo maior no trabalho né então você acaba tendo um pouco mais de amizade aonde você trabalha do que aqui né apesar que aqui
trabalha,tR<a>-'ba-La,a,766.4737473553,1618.0909589921,486.23,1407.673,R,b,a,920.1533515751,1650.1688883679,416.295,1231.286,a,1,CCV,387.2162888204,387.2425690719,26.2802514857,SP2010,AliceM,feminino,30,NA,NA,o tempo maior no trabalho né então você acaba tendo um pouco mais de amizade aonde você trabalha do que aqui né apesar que aqui
apesar,<a>-p<e>-'zar,e,512.0583565074,1945.122586637,417.242,1589.834,p,z,a,870.1372198704,1778.3702152436,406.218,1277.729,a,1,CV,388.3879420866,388.4017705605,13.8284739291,SP2010,AliceM,feminino,30,NA,NA,o tempo maior no trabalho né então você acaba tendo um pouco mais de amizade aonde você trabalha do que aqui né apesar que aqui
convivência,kO-v<i>-'vE-sia,i,449.6980326495,2142.8454271544,400.299,1700.16,v,v,E,481.1828226527,2614.7280464065,327.744,1580.843,E,1,CV,389.9943050729,390.0179192119,23.6141390161,SP2010,AliceM,feminino,30,NA,NA,a convivência aqui em casa eu digo são três casas né então você acaba convivendo mais com a famí aqui é tudo família né
convivendo,kO-v<i>-'vE-do,i,396.2767176058,2124.1844403212,385.829,1689.642,v,v,E,463.6269530747,2659.9764358665,324.228,1597.151,E,1,CV,393.7736257321,393.7950931312,21.4673991055,SP2010,AliceM,feminino,30,NA,NA,a convivência aqui em casa eu digo são três casas né então você acaba convivendo mais com a famí aqui é tudo família né
crescendo,kR<e>-'sE-do,e,535.2848249503,1912.7529253261,423.544,1571.931,R,s,E,703.3057383759,2197.9799643269,372.556,1429.818,E,1,CCV,426.0274690448,426.0455061847,18.0371399075,SP2010,AliceM,feminino,30,NA,NA,desde criança mas eu moro porque nasci aqui então você acaba crescendo num
vizinhos,v<i>-'zi-Nos,i,318.9715769129,2010.2815810317,364.871,1626.311,v,z,i,459.6699421927,2853.0841671115,323.413,1667.169,i,1,CV,448.0100414473,448.0325822164,22.5407690608,SP2010,AliceM,feminino,30,NA,NA,com os vizinhos e é foi o que eu te falei né o contato maior era com
falei,f<a>-'lej,a,851.6402938332,1429.9237450717,509.335,1302.717,f,l,ej ,634.3385904913,2257.4123683113,358.662,1451.266,ej,1,CV,449.2706194551,449.2929178503,22.2983952,SP2010,AliceM,feminino,30,NA,NA,com os vizinhos e é foi o que eu te falei né o contato maior era com
vivia,v<i>-'via,i,300.2311093417,1924.8066746699,359.783,1578.645,v,v,ia,417.3887617421,2206.2802144053,314.88,1432.831,ia,1,CV,457.4285767231,457.453264232,24.6875089713,SP2010,AliceM,feminino,30,NA,NA,brincava na rua ia na casa de um na casa de outro vivia na casa dos vizinho enchendo o saco
bastante,b<a>s-'tA-te,a,677.5609618597,1432.8528339794,462.099,1304.284,b,s,A,746.608195509,1872.363393903,381.304,1311.762,A,1,CVs,460.925512545,460.9470145689,21.5020239428,SP2010,AliceM,feminino,30,NA,NA,brincava bastante foi foi legal aí depois de um
trabalhar,tR<a>-b<a>-'Lar,a,702.0661030816,1650.3501416269,468.773,1425.575,R,b,a,877.9260871586,1625.1505501197,407.804,1222.246,a,2,CCV,468.7425992157,468.7641012396,21.5020239428,SP2010,AliceM,feminino,30,NA,NA,começa a trabalhar o outro começa a namorar e
trabalhar,tR<a>-b<a>-'Lar,a,877.9260871586,1625.1505501197,516.477,1411.477,b,L,a,1019.2947582417,1736.6051740153,436.321,1262.661,a,1,CV,468.833385539,468.8732041019,39.818562857,SP2010,AliceM,feminino,30,NA,NA,começa a trabalhar o outro começa a namorar e
namorar,na-m<o>-'Rar,o,758.9555451949,1459.1863887606,484.177,1319.054,m,R,a,1064.6644680955,1708.126835375,445.455,1252.203,a,1,CV,470.0789405341,470.1022084247,23.2678906434,SP2010,AliceM,feminino,30,NA,NA,começa a trabalhar o outro começa a namorar e
amizade,<a>-m<i>-'za-de,i,369.1957981529,2418.9966144484,378.501,1854.124,m,z,a,897.8396806182,1731.3986748231,411.792,1260.712,a,1,CV,475.7500717931,475.7727856863,22.7138932472,SP2010,AliceM,feminino,30,NA,NA,a amizade acaba
reclamar,h<e>-kl<a>-'mar,a,822.0405872332,1642.6597616487,501.307,1421.324,l,m,a,922.1281761908,1582.0033158576,416.724,1206.647,a,1,CCV,480.8979622335,480.9122969161,14.3346826285,SP2010,AliceM,feminino,30,NA,NA,não tenho do que reclamar não
pular,p<u>-'lar,u,502.9962073015,1354.1382645755,414.768,1260.422,p,l,a,877.7101574881,1508.3718366127,407.762,1179.881,a,1,CV,491.4466636954,491.4596133846,12.9496891379,SP2010,AliceM,feminino,30,NA,NA,brincava de pular corda
tocar,t<o>-'kar,o,572.954401442,1288.4410050261,433.766,1223.945,t,k,a,1023.8753277044,1699.9790527408,437.221,1249.367,a,1,CV,507.5505665579,507.5654206131,14.8540551876,SP2010,AliceM,feminino,30,NA,NA,a gente ia pra casa de um ver o pessoal tocar
vizinha,v<i>-'zi-Na,i,382.1453388284,2339.9489349884,382.001,1810.038,v,z,i,413.2889602871,2888.3438318111,314.065,1679.932,i,1,CV,517.0231698847,517.041624923,18.4550382633,SP2010,AliceM,feminino,30,NA,NA,quando era menorzinha ia na casa da vizinha brincar de casinha esse tipo de coisa
casinha,k<a>-'zi-Na,a,907.2876638267,1839.7588936195,524.412,1531.202,k,z,i,502.8946852947,2816.7967441636,332.118,1654.052,i,1,CV,517.9054653221,517.9390514143,33.586092149,SP2010,AliceM,feminino,30,NA,NA,quando era menorzinha ia na casa da vizinha brincar de casinha esse tipo de coisa
primário,pR<i>-'ma-Rio,i,409.2491385693,2379.6741065001,389.33,1832.193,R,m,a,903.6339674378,1562.1259466881,412.993,1199.38,a,1,CCV,535.3279464497,535.3478211063,19.8746565912,SP2010,AliceM,feminino,30,NA,NA,primário todo lá
fundamental,fU-d<a>-mE-'taw,a,624.2432330896,1572.5188326548,447.676,1382.161,d,m,E,566.4267985703,2613.5590930172,344.94,1580.311,aw,2,CV,542.9059347865,542.9167366895,10.8019029955,SP2010,AliceM,feminino,30,NA,NA,aí eu fiz o fundamental
gostar,g<o>s-'tar,o,482.0291813985,1012.4092910198,409.074,1069.981,g,s,a,1013.364449053,1520.3143241873,435.12,1184.135,a,1,CVs,576.8251254961,576.8440306573,18.9051611477,SP2010,AliceM,feminino,30,NA,NA,gostar mais né
gostava,g<o>s-'ta-va,o,610.003417222,1280.2421024967,443.801,1219.246,g,s,a,1200.2648400125,1576.1689259273,472.813,1204.52,a,1,CVs,580.1115746429,580.1257535138,14.1788708609,SP2010,AliceM,feminino,30,NA,NA,era boa gostava
