PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
ficar,f<i>-'kar,i,333.3343819117,2008.4741454491,352.782,1825.48,f,k,a,661.2052625771,1334.3577198802,405.317,1274.715,a,1,CV,211.7287558058,211.7431385607,14.3827549247,PBSP,JosueO,masculino,30,15,15,não tinha com quem ficar então
morava,m<o>-'Ra-va,o,624.4284604524,1031.857188439,492.485,1244.309,m,R,a,598.6890447462,1370.5792394894,381.775,1293.505,a,1,CV,228.4785907305,228.4977296093,19.1388787993,PBSP,JosueO,masculino,30,15,15,de tirar a minha mãe do daquela cidade a gente morava numa casa muito humilde então pra mim aquilo não seria confortável
confortável,kO-f<o>r-'ta-vew,o,508.9198148763,1172.5551537502,437.08,1328.005,f,r,a,673.2110402264,1224.4608697554,409.863,1217.637,a,1,CVr,231.9238810474,231.9418599941,17.9789467509,PBSP,JosueO,masculino,30,15,15,de tirar a minha mãe do daquela cidade a gente morava numa casa muito humilde então pra mim aquilo não seria confortável
casaram,k<a>-'za-RA,a,635.8931236295,1289.3881391886,497.993,1397.379,k,z,a,731.3475715775,1173.243340358,431.775,1191.048,a,1,CV,234.1086430913,234.1292015884,20.5584971273,PBSP,JosueO,masculino,30,15,15,meus outros irmão tudo casaram
desamparada,d<e>-zA-p<a>-'Ra-da,a,727.2638946441,1292.8823500461,541.869,1399.616,p,R,a,731.1087197309,1473.6931997767,431.69,1347.037,a,1,CV,237.4539122289,237.4794047653,25.4925364378,PBSP,JosueO,masculino,30,15,15,e a minha mãe ficou um pouco desamparada né
diversas,d<i>-'ver-sas,i,331.0411418412,1918.1721583493,351.708,1771.771,d,v,é,545.4500358827,1896.2192590199,361.75,1566.485,e,1,CV,259.0890765213,259.1043053207,15.2287993321,PBSP,JosueO,masculino,30,15,15,eu já tentei várias vezes diversas mas ela fala que a viagem é muita longa de carro é muito longo
verdade,v<e>r-'da-de,e,499.3632520817,1533.4888529209,432.459,1542.839,v,r,a,701.8889361157,1469.2252324472,420.669,1344.733,a,1,CVr,266.6291336922,266.6467471481,17.6134559431,PBSP,JosueO,masculino,30,15,15,na verdade ela não quer deixar a cidade de origem que ela nasceu né
nasceu,n<a>-'sew,a,695.2576809188,1228.508988714,526.512,1361.125,n,s,ew,463.7293175277,1832.2976200577,330.961,1533.338,ew,1,CV,269.0730889317,269.1010484878,27.9595560931,PBSP,JosueO,masculino,30,15,15,na verdade ela não quer deixar a cidade de origem que ela nasceu né
família,f<a>-'mi-lia,a,524.9391474009,1337.800168142,444.735,1426.247,f,m,i,356.2923039085,1951.9845176897,290.48,1595.556,i,1,CV,275.0395111699,275.060892007,21.3808370124,PBSP,JosueO,masculino,30,15,15,então ela se entorna ela fica no meio da família né
morava,m<o>-'Ra-va,o,637.7462336176,1199.2370622952,498.88,1343.894,m,R,a,593.0602851374,1419.9952620078,379.674,1319.207,a,1,CV,290.5442111042,290.5720494734,27.8383691627,PBSP,JosueO,masculino,30,15,15,não a serra branca agora já é uma cidade a gente morava no interior agora em serra branca na onde que eu nasci é que ela mora hoje é uma cidade
nasci,n<a>-'si,a,715.2996526691,1327.9858760933,536.128,1420.428,n,s,i,356.2661995794,1871.2593289679,290.48,1553.545,i,1,CV,293.1683580692,293.1880942265,19.7361572422,PBSP,JosueO,masculino,30,15,15,não a serra branca agora já é uma cidade a gente morava no interior agora em serra branca na onde que eu nasci é que ela mora hoje é uma cidade
população,p<o>-p<u>-l<a>-'sAw,u,465.0248906446,957.6593550133,415.982,1200,p,l,a,609.4940238555,1195.7278160931,385.849,1202.748,Aw,2,CV,298.5529916294,298.5743968292,21.4051997372,PBSP,JosueO,masculino,30,15,15,cresceu hoje acho que a população quando eu saí de lá era um pouco chegava a
população,p<o>-p<u>-l<a>-'sAw,a,609.4940238555,1195.7278160931,485.344,1341.656,l,s,Aw,617.3121089218,1148.6984253382,388.808,1178.286,Aw,1,CV,298.6226087893,298.6525246487,29.9158593987,PBSP,JosueO,masculino,30,15,15,cresceu hoje acho que a população quando eu saí de lá era um pouco chegava a
chegava,S<e>-'ga-va,e,372.6343517615,1849.846478763,371.639,1731.042,S,g,a,615.5130288942,1238.2163819626,388.122,1224.728,a,1,CV,300.4710430486,300.4859978697,14.9548210838,PBSP,JosueO,masculino,30,15,15,cresceu hoje acho que a população quando eu saí de lá era um pouco chegava a
milhões,m<i>-'LOjs,i,375.4149911115,1946.091070658,372.993,1788.331,m,L,Oj,546.4272782476,1036.0157027069,362.093,1119.79,Oj,1,CV,302.8134535854,302.8303744736,16.9208881467,PBSP,JosueO,masculino,30,15,15,três milhões hoje está hoje tem cinco milhões seis milhões
milhões,m<i>-'LOjs,i,361.1113919826,1466.6678071761,366.131,1503.005,m,L,Oj,448.0456412982,1173.6671488447,325.043,1191.226,Oj,1,CV,304.0533010525,304.0659917187,12.69066611,PBSP,JosueO,masculino,30,15,15,três milhões hoje está hoje tem cinco milhões seis milhões
levantamento,l<e>-vA-t<a>-'mE-to,e,566.4707666699,1513.662361829,464.712,1530.978,l,v,A,728.720039509,1252.7154286068,430.789,1232.35,E,3,CV,305.7721311088,305.8037955225,31.6644136807,PBSP,JosueO,masculino,30,15,15,pelo último levantamento que foi feito né eu não sei se é específico
levantamento,l<e>-vA-t<a>-'mE-to,a,683.8824689657,1465.5908603718,521.051,1502.334,t,m,E,576.5198720255,2074.7434316827,373.456,1659.192,E,1,CV,306.0463612371,306.0807090757,34.3478385689,PBSP,JosueO,masculino,30,15,15,pelo último levantamento que foi feito né eu não sei se é específico
total,t<o>-'taw,o,473.6612577015,976.6739903219,420.136,1211.413,t,t,aw,492.6445154167,1010.3259523246,341.852,1106.495,aw,1,CV,310.0619846148,310.089243018,27.2584031384,PBSP,JosueO,masculino,30,15,15,e bate com o total de gente que tem agora no momento
verdade,v<e>r-'da-de,e,441.6500974865,1233.1372883069,404.78,1364.035,v,r,a,570.1725674885,1490.9184455786,371.055,1356.077,a,1,CVr,321.7249027407,321.7386041481,13.7014073468,PBSP,JosueO,masculino,30,15,15,é joão pessoa na verdade é a capital né
capital,k<a>-p<i>-'taw,a,635.5179497117,1325.7012918157,497.806,1419.086,k,p,i,419.7034122613,1621.8785028835,314.365,1423.968,aw,2,CV,322.0758699047,322.0906547102,14.784805513,PBSP,JosueO,masculino,30,15,15,é joão pessoa na verdade é a capital né
correto,k<o>-'he-to,o,496.8003231946,890.6022253124,431.245,1160.166,k,h,é,500.5845769025,1896.3707749518,344.811,1566.662,e,1,CV,324.4563067712,324.4775058278,21.1990566167,PBSP,JosueO,masculino,30,15,15,mas eu não tenho esse dado correto pra te fornecer
fizeram,f<i>-'ze-RA,i,312.2312126351,1864.4038175515,342.653,1739.77,f,z,é,588.0471781912,1451.6576388409,377.787,1335.693,e,1,CV,346.4108710499,346.4245478606,13.6768107205,PBSP,JosueO,masculino,30,15,15,que teve uma eleição lá e fizeram você sabe que eles faz quando tem eleição eles faz uma contagem meia
exatamente,<e>-z<a>-t<a>-'mE-te,a,639.4612731761,1453.8865102655,499.72,1495.396,z,t,a,672.6509334288,1446.7704955967,409.648,1333.034,E,2,CV,351.988393985,352.0169075385,28.5135534894,PBSP,JosueO,masculino,30,15,15,exatamente
exatamente,<e>-z<a>-t<a>-'mE-te,a,672.6509334288,1446.7704955967,515.637,1491.145,t,m,E,551.8443137809,1861.0986140609,364.151,1548.227,E,1,CV,352.1816525142,352.218614528,36.9620137825,PBSP,JosueO,masculino,30,15,15,exatamente
relação,h<e>-l<a>-'sAw,e,519.308699534,1522.8657569768,442.074,1536.349,h,l,a,603.6153378663,1263.2479800079,383.662,1237.845,Aw,2,CV,362.0495406068,362.0780195354,28.4789286521,PBSP,JosueO,masculino,30,15,15,uma relação de votos em branco e nulo o cara tem uma noção quantas pessoas tem naquele habitante né
relação,h<e>-l<a>-'sAw,a,603.6153378663,1263.2479800079,482.496,1381.937,l,s,Aw,557.8787865516,953.0036267234,366.424,1076.716,Aw,1,CV,362.1247863878,362.1564681139,31.6817260993,PBSP,JosueO,masculino,30,15,15,uma relação de votos em branco e nulo o cara tem uma noção quantas pessoas tem naquele habitante né
noção,n<o>-'sAw,o,547.287962765,892.6820850312,455.471,1161.285,n,s,Aw,668.2187748538,966.0637289245,407.976,1083.452,Aw,1,CV,364.257648591,364.287053734,29.405143049,PBSP,JosueO,masculino,30,15,15,uma relação de votos em branco e nulo o cara tem uma noção quantas pessoas tem naquele habitante né
habitante,<a>-b<i>-'tA-te,i,404.0100104273,2079.5242720001,386.716,1867.775,b,t,A,635.5320515988,1446.3822190604,395.669,1332.856,A,1,CV,366.0150115551,366.0293722064,14.3606512565,PBSP,JosueO,masculino,30,15,15,uma relação de votos em branco e nulo o cara tem uma noção quantas pessoas tem naquele habitante né
população,p<o>-p<u>-l<a>-'sAw,u,413.0406352678,973.6000343449,391.057,1209.623,p,l,a,575.9907398205,1162.2870245169,373.242,1185.376,Aw,2,CV,378.4776264951,378.497385141,19.7586459113,PBSP,JosueO,masculino,30,15,15,deve ter uma grande população mas eu não tenho esse dado correto pra te fornecer
correto,k<o>-'he-to,o,529.5316118822,911.489469645,446.975,1172.474,k,h,é,521.832359337,1801.1669140469,352.83,1517.207,e,1,CV,379.8196345313,379.8408335879,21.1990566167,PBSP,JosueO,masculino,30,15,15,deve ter uma grande população mas eu não tenho esse dado correto pra te fornecer
morar,m<o>-'Rar,o,622.2687339207,1107.9482500813,491.458,1289.514,m,R,a,712.5251458507,1411.3530125457,424.657,1314.776,a,1,CV,385.1352598204,385.1578265581,22.5667376888,PBSP,JosueO,masculino,30,15,15,pra eu fui morar na zona leste
cunhada,k<u>-'Na-da,u,398.1552943881,936.2958561381,383.915,1187.244,k,N,a,797.8921419162,1349.4276034123,456.818,1282.515,a,1,CV,390.7743073888,390.7899496501,15.6422613464,PBSP,JosueO,masculino,30,15,15,e eu fui com a minha cunhada
cunhada,k<u>-'Na-da,u,474.7204038234,997.9508987958,420.65,1223.945,k,N,a,759.0735606553,1416.6396510802,442.196,1317.435,a,1,CV,394.8302341728,394.847522988,17.2888151724,PBSP,JosueO,masculino,30,15,15,passei por volta de uns quinze dias com a minha cunhada
patrão,p<a>-'tRAw,a,658.2880343419,1213.8701860601,508.775,1352.621,p,t,Aw,610.7568332383,1071.8979982156,386.321,1138.402,Aw,1,CV,399.2002980977,399.2340919389,33.7938411726,PBSP,JosueO,masculino,30,15,15,aí meu patrão tinha uma casa no fundo da adega
ficar,f<i>-'kar,i,376.3402388882,1712.2812670881,373.413,1649.137,f,k,a,700.142914001,1434.0443350788,420.026,1326.475,a,1,CV,403.6138780797,403.6234518472,9.5737675043,PBSP,JosueO,masculino,30,15,15,e perguntou se eu não queria ficar lá porque aí eu olhava o depósito e ficaria lá
depósito,d<e>-'po-zi-to,e,479.0416593827,1645.8341059171,422.704,1609.527,d,p,ó,556.9250870558,784.0852668049,366.038,988.972,o,1,CV,405.1769963519,405.2014068622,24.4105102732,PBSP,JosueO,masculino,30,15,15,e perguntou se eu não queria ficar lá porque aí eu olhava o depósito e ficaria lá
morar,m<o>-'Rar,o,676.7880858494,1188.3164286554,517.644,1337.404,m,R,a,642.7365454314,1400.4917775402,398.37,1309.104,a,1,CV,407.2986134419,407.3245993822,25.9859403689,PBSP,JosueO,masculino,30,15,15,aí eu fui morar lá com ele
fiquei,f<i>-'kej,i,361.6032475922,2121.9349609451,366.365,1892.839,f,k,ej ,399.3785092725,2019.4525922502,306.69,1630.476,ej,1,CV,409.0862809099,409.1013254017,15.0444917925,PBSP,JosueO,masculino,30,15,15,e fiquei seis anos lá da minha vida e pra mim foi uma experiência muito boa aprendi muito e
comportar,kO-p<o>r-'tar,o,430.9229226952,910.8705520087,399.645,1172.251,p,r,a,756.0588488047,1312.5252894411,441.081,1263.37,a,1,CVr,415.9624330707,415.9802129246,17.7798539366,PBSP,JosueO,masculino,30,15,15,aprendi como me comportar e como você sabe a gente que vive lá é outro mundo outra vida
morar,m<o>-'Rar,o,575.6916132464,1039.3964415478,469.1,1248.785,m,R,a,626.7612204933,1337.6708134947,392.367,1276.488,a,1,CV,447.5013558338,447.5348640201,33.5081862651,PBSP,JosueO,masculino,30,15,15,é eu só fui morar lá por causa do meu emprego
ficar,f<i>-'kar,i,444.8515148621,1925.7323020852,406.32,1776.247,f,k,a,707.552755218,1276.0765235003,422.813,1244.404,a,1,CV,452.907085519,452.922718633,15.6331140261,PBSP,JosueO,masculino,30,15,15,não eu escolhi ele que perguntou se eu queria ficar e tomar conta aí eu como eu realmente precisava e necessitava
precisava,pR<e>-s<i>-'za-va,i,419.4097314969,1746.5256084548,394.091,1669.501,s,z,a,640.7744730704,1425.4044556729,397.642,1322.044,a,1,CV,455.8342797366,455.845749214,11.4694773447,PBSP,JosueO,masculino,30,15,15,não eu escolhi ele que perguntou se eu queria ficar e tomar conta aí eu como eu realmente precisava e necessitava
cunhada,k<u>-'Na-da,u,415.8323842925,1015.761411596,392.41,1234.687,k,N,a,676.5697954429,1514.546812026,411.106,1368.308,a,1,CV,461.3138418505,461.3336004964,19.7586459113,PBSP,JosueO,masculino,30,15,15,porque na casa da minha cunhada era um pouco conturbado ela brigava muito com o marido dela e era assim sabe e a gente é de fora
conturbado,kO-t<u>r-'ba-do,u,486.6236616598,832.8310919805,426.344,1125.703,t,r,a,698.0456463006,1141.2431588638,419.211,1174.386,a,1,CVr,462.2059281877,462.222393726,16.4655382594,PBSP,JosueO,masculino,30,15,15,porque na casa da minha cunhada era um pouco conturbado ela brigava muito com o marido dela e era assim sabe e a gente é de fora
brigava,bR<i>-'ga-va,i,420.9539468925,1921.0754782616,394.838,1773.338,R,g,a,656.7365318615,1093.5559783515,403.645,1149.747,a,1,CCV,462.7911716461,462.805973764,14.8021179317,PBSP,JosueO,masculino,30,15,15,porque na casa da minha cunhada era um pouco conturbado ela brigava muito com o marido dela e era assim sabe e a gente é de fora
convivia,kO-v<i>-'via,i,396.9253211519,2033.8749251181,383.308,1840.473,v,v,ia,494.3255862493,1913.8189228806,342.496,1575.703,ia,1,CV,477.8667740022,477.8823551789,15.5811767701,PBSP,JosueO,masculino,30,15,15,e eu não convivia com briga mas eles brigava com
brigava,bR<i>-'ga-va,i,315.5666200994,2038.3210516317,344.287,1843.159,R,g,a,697.734893412,1251.5718672513,419.082,1231.818,a,1,CCV,480.3287790776,480.3560461369,27.2670593478,PBSP,JosueO,masculino,30,15,15,e eu não convivia com briga mas eles brigava com
verdade,v<e>r-'da-de,e,497.9531084703,1339.4610151458,431.805,1427.366,v,r,a,658.1019136513,1049.381228759,404.16,1126.703,a,1,CVr,488.1454006432,488.1638417156,18.4410723344,PBSP,JosueO,masculino,30,15,15,na verdade eu não sei porque tem mais de dois ano que eu não vou lá
esquecendo,<e>s-k<e>-'sE-do,e,489.3668198724,1867.006693786,427.698,1741.113,k,s,E,503.2582481304,1766.2768811313,345.84,1498.949,E,1,CV,495.8764188232,495.8905457568,14.1269336049,PBSP,JosueO,masculino,30,15,15,porque a gente acaba com que tendo outra vida né e você acaba esquecendo às vezes não é nem esquecer é o tempo que é curto mesmo
brigava,bR<i>-'ga-va,i,327.5689424268,1555.7813753916,350.028,1556.042,R,g,a,641.9270120538,1322.0189904585,398.07,1268.334,a,1,CCV,499.5875173394,499.6016962103,14.1788708608,PBSP,JosueO,masculino,30,15,15,mas eles brigava bastante uma vez
bastante,b<a>s-'tA-te,a,549.7778912001,1228.4367818133,456.684,1361.125,b,s,A,595.7391792905,1333.0832536467,380.66,1274.006,A,1,CVs,499.9130504477,499.9394518861,26.4014384161,PBSP,JosueO,masculino,30,15,15,mas eles brigava bastante uma vez
derramou,d<e>-h<a>-'mow,e,631.3483286689,1761.2463255149,495.846,1678.229,d,h,a,759.5624240043,1706.0771529327,442.367,1467.751,ow,2,CV,514.4040856222,514.4309198711,26.834248882,PBSP,JosueO,masculino,30,15,15,uma vez a gente estava jantando e ele derramou a comida toda mas aquilo foi o fim pra mim aí eu falei ah aqui não dá mais
conferente,kO-f<e>-'RE-te,e,554.8062828252,1869.8129117746,459.111,1742.903,f,R,E,408.2249955603,1901.067136358,310.034,1568.967,E,1,CV,526.8399345373,526.8675352919,27.6007546238,PBSP,JosueO,masculino,30,15,15,nesse período cheguei até a conferente
conferente,kO-f<e>-'RE-te,e,455.5662333132,1925.7060326789,411.454,1776.247,f,R,E,552.055651977,1966.4154917213,364.237,1603.001,E,1,CV,528.590258259,528.6099730837,19.7148247313,PBSP,JosueO,masculino,30,15,15,aí depois que eu cheguei a conferente aí começou a ter muita frequência de assalto
morava,m<o>-'Ra-va,o,650.1817143617,1132.0520187497,504.854,1303.836,m,R,a,695.2478559294,1321.288048301,418.182,1267.979,a,1,CV,533.1719483779,533.1931474345,21.1990566166,PBSP,JosueO,masculino,30,15,15,e eu morava lá
ficou,f<i>-'kow,i,290.6109742826,1710.366358867,332.291,1648.018,f,k,ow,438.0446994368,876.5867529597,321.269,1037.009,ow,1,CV,535.8999483063,535.9173992243,17.4509179826,PBSP,JosueO,masculino,30,15,15,é isso que me ficou me deixou com um pouco de medo aí eu fiquei inseguro sabe fiquei meio assustado
determinado,d<e>-t<e>r-m<i>-'na-do,i,385.4902628789,2006.4869872177,377.847,1824.137,m,n,a,748.7153345279,1238.7784751146,438.293,1225.082,a,1,CV,559.2140983719,559.2229882988,8.8899269683,PBSP,JosueO,masculino,30,15,15,mas eu estava determinado a sair do da empresa e não queria mais ficar e foi assim
fiquei,f<i>-'kej,i,322.9511112903,1777.8923509165,347.788,1688.075,f,k,ej ,375.2995549233,1995.4266591624,297.642,1618.068,ej,1,CV,576.4229225715,576.4372832228,14.3606512565,PBSP,JosueO,masculino,30,15,15,aí nessa nessa empresa fiquei mais ou menos um ano e pouquinho
condução,kO-d<u>-'sAw,u,356.9926360155,986.0525274279,364.171,1217.008,d,s,Aw,441.4959639413,852.0870930511,322.556,1024.247,Aw,1,CV,612.1689067253,612.1870188174,18.1120920854,PBSP,JosueO,masculino,30,15,15,exatamente lá era um pouco difícil né aqui é tranquilo a condução é mais
diferença,d<i>-f<e>-'RE-sa,e,451.9462681225,1895.774909278,409.727,1758.344,f,R,E,660.8874999122,2274.6487311102,405.232,1763.067,E,1,CV,630.0175446919,630.0451454466,27.6007546238,PBSP,JosueO,masculino,30,15,15,olha lá a diferença eu não vejo muita diferença
diferença,d<i>-f<e>-'RE-sa,i,276.5360357061,1799.9382415213,325.523,1701.279,d,f,e,565.5932116227,1858.0937929972,369.34,1546.632,E,2,CV,631.4108842282,631.4230251596,12.1409313479,PBSP,JosueO,masculino,30,15,15,olha lá a diferença eu não vejo muita diferença
diferença,d<i>-f<e>-'RE-sa,e,565.5932116227,1858.0937929972,464.246,1735.965,f,R,E,443.5111303672,1781.9513359196,323.328,1507.103,E,1,CV,631.5636575043,631.5919154198,28.2579154482,PBSP,JosueO,masculino,30,15,15,olha lá a diferença eu não vejo muita diferença
população,p<o>-p<u>-l<a>-'sAw,u,422.7348891035,756.3119446476,395.724,1080.275,p,l,a,518.5148375498,1079.7745879568,351.587,1142.479,Aw,2,CV,635.2971094471,635.3341569082,37.0474610837,PBSP,JosueO,masculino,30,15,15,como por ser uma população pequena não tem tanto assalto negócio de roubo
negócio,n<e>-'go-sio,e,627.8010275103,1428.5388903478,494.119,1480.179,n,g,ó,495.4987614263,945.6814532721,342.925,1072.816,o,1,CV,638.5011100117,638.5247678013,23.6577896776,PBSP,JosueO,masculino,30,15,15,como por ser uma população pequena não tem tanto assalto negócio de roubo
governantes,g<o>-v<e>r-'nA-tes,e,422.2838656282,1226.6448944966,395.491,1360.23,v,r,A,628.3072578779,1729.3723700667,392.925,1479.805,A,1,CVr,646.6825733612,646.7021623629,19.5890016838,PBSP,JosueO,masculino,30,15,15,os nossos governantes se eles não roubassem tanto
segurança,s<e>-g<u>-'RA-sa,u,435.5385956112,996.2713598954,401.839,1223.05,g,R,A,532.6323024845,1210.6351064653,356.904,1210.547,A,1,CV,649.7916222026,649.8146739562,23.0517535632,PBSP,JosueO,masculino,30,15,15,daria pra ser uma segurança melhor mas eu acho que a gente
tirar,t<i>-'Rar,i,418.723976074,2021.3126156223,393.764,1833.088,t,R,a,651.3663675169,885.3663111898,401.63,1041.618,a,1,CV,663.0970808927,663.1097496907,12.6687979282,PBSP,JosueO,masculino,30,15,15,a gente pode tirar um pequeno relato pelo rio de janeiro né
evidência,<e>-v<i>-'dE-sia,i,406.0159047931,2013.4391920959,387.696,1828.389,v,d,E,369.8354979943,2005.5428113775,295.583,1623.208,E,1,CV,668.8051509058,668.8165078524,11.3569466236,PBSP,JosueO,masculino,30,15,15,tem mais em evidência do que são paulo
viver,v<i>-'ver,i,348.0163642686,2027.1247559541,359.83,1836.445,v,v,e,340.9391983244,2056.8124237003,284.691,1649.975,e,1,CV,680.2723902102,680.292974676,20.5844657553,PBSP,JosueO,masculino,30,15,15,da cidade que me acolheu e hoje eu me sinto assim dentro da minha casa não conseguiria viver sem são paulo mais
esquecendo,<e>s-k<e>-'sE-do,e,466.2580892643,1643.7257332158,416.589,1608.408,k,s,E,432.806755362,2082.1625042862,319.297,1663.092,E,1,CV,704.6310306588,704.6486397987,17.6091399775,PBSP,JosueO,masculino,30,15,15,mas não esquecendo que aqui é
recentemente,h<e>-sE-t<e>-'mE-te,e,400.8350965268,1869.3295927024,385.176,1742.679,h,s,E,385.0591596262,2078.1053001365,301.329,1660.965,E,3,CV,725.2564381832,725.2780093797,21.5711964725,PBSP,JosueO,masculino,30,15,15,mas a gente teve uma coisa recentemente foi roubaram o carro da minha esposa e
